#separator:pipe
#html:true
#deck:sonaveeb-b1-deck
#columns:front|frontExamples|frontWordForms|back
ebaoluline|<ol><li>selline, mis ei ole tähtis või tingimata vajalik,(inimese kohta:) positsioonita, mõjuvõimuta,mitte tähtis,mitte vajalik<br><ul><li>Artiklis üritatakse ebaolulist sündmust suure ja hirmutavana kujutada.</li><li>See on täiesti ebaoluline küsimus.</li></ul></ol>|<table><thead><tr><th></th><th>ainsus</th><th>mitmus</th></tr></thead><tbody><tr><td>nime</td><td>ebaoluline</td><td>ebaolulised</td></tr><tr><td>omas</td><td>ebaolulise</td><td>ebaoluliste</td></tr><tr><td>osas</td><td>ebaolulist</td><td>ebaolulisi</td></tr><tr><td>lüh sütl</td><td>ebaolulisse</td><td></td></tr></tbody></table>|<ol><li>неважный, незначительный, малозначительный, несущественный, малосущественный</li></ol>
ebapiisav|<ol><li>selline, et midagi jääb puudu<br><ul><li>Ebapiisav info takistas otsuse tegemist.</li><li>Ebapiisavate oskustega tööline vallandati.</li><li>Ebapiisava info põhjal ei ole võimalik teha otsuseid.</li></ul></ol>|<table><thead><tr><th></th><th>ainsus</th><th>mitmus</th></tr></thead><tbody><tr><td>nime</td><td>ebapiisav</td><td>ebapiisavad</td></tr><tr><td>omas</td><td>ebapiisava</td><td>ebapiisavate</td></tr><tr><td>osas</td><td>ebapiisavat</td><td>ebapiisavaid</td></tr><tr><td>lüh sütl</td><td>-</td><td></td></tr></tbody></table>|<ol><li>недостаточный, <span style="opacity: 0.5294117647058824">ограниченный</span>, <span style="opacity: 0.5294117647058824">узкий</span>, <span style="opacity: 0.5294117647058824">недалёкий</span>, <span style="opacity: 0.5294117647058824">мизерный</span></li></ol>
ebaseaduslik|<ol><li>seadusega vastuolus olev, ametlikult keelatud, mittetunnustatud või määramata,selline, mis ei ole seadusega lubatud<br><ul><li>Vähkide ebaseaduslik kokkuost.</li><li>Politsei leidis suure koguse ebaseaduslikke relvi.</li></ul></ol>|<table><thead><tr><th></th><th>ainsus</th><th>mitmus</th></tr></thead><tbody><tr><td>nime</td><td>ebaseaduslik</td><td>ebaseaduslikud</td></tr><tr><td>omas</td><td>ebaseadusliku</td><td>ebaseaduslike,ebaseaduslikkude</td></tr><tr><td>osas</td><td>ebaseaduslikku</td><td>ebaseaduslikke,ebaseaduslikkusid</td></tr><tr><td>lüh sütl</td><td>ebaseaduslikku</td><td></td></tr></tbody></table>|<ol><li>незаконный, нелегальный, противозаконный, беззаконный, <span style="opacity: 0.5294117647058824">тёмный</span></li></ol>
ebaselge|<ol><li>raskesti arusaadav, mitte selge, ebamäärane,selline, mis ei ole selge või millest on raske aru saada<br><ul><li>Minule ei jää siin midagi ebaselgeks.</li><li>Mulle on natuke ebaselge maksutulude avalikustamine.</li><li>On ebaselge, millal intervjuu aset leidis.</li></ul></ol>|<table><thead><tr><th></th><th>ainsus</th><th>mitmus</th></tr></thead><tbody><tr><td>nime</td><td>ebaselge</td><td>ebaselged</td></tr><tr><td>omas</td><td>ebaselge</td><td>ebaselgete</td></tr><tr><td>osas</td><td>ebaselget</td><td>ebaselgeid</td></tr><tr><td>lüh sütl</td><td>-</td><td></td></tr></tbody></table>|<ol><li>непонятный, неясный, невнятный, смутный, неразборчивый</li></ol>
ebasobiv|<ol><li>millekski mitte (hästi) kõlbav, mingitele tingimustele mittevastav,selline, mis ei sobi millekski või mis ei vasta mingitele tingimustele<br><ul><li>Ema helistas nii ebasobival ajal.</li><li>Ebasobiv töötaja.</li><li>Ta vallandati töölt ebasobiva käitumise tõttu.</li></ul></ol>|<table><thead><tr><th></th><th>ainsus</th><th>mitmus</th></tr></thead><tbody><tr><td>nime</td><td>ebasobiv</td><td>ebasobivad</td></tr><tr><td>omas</td><td>ebasobiva</td><td>ebasobivate</td></tr><tr><td>osas</td><td>ebasobivat</td><td>ebasobivaid</td></tr><tr><td>lüh sütl</td><td>-</td><td></td></tr></tbody></table>|<ol><li>неподходящий, неподобающий, неуместный, <span style="opacity: 0.5294117647058824">невыгодный</span>, <span style="opacity: 0.5294117647058824">неблагоприятный</span></li></ol>
ebatavaline|<ol><li>tavalisest, harjumuspärasest erinev, millegi poolest isesugune või erakordne,selline, mida näeb või juhtub harva, mitte harilik ega laialt levinud<br><ul><li>Meid valdasid ebatavalised, uued tunded.</li><li>Mulle avanes ebatavaline vaatepilt.</li><li>Ebatavaline oli lahkuminek seetõttu, et kummalgi polnud "teist".</li><li>Näitleja oli ebatavalise välimusega.</li></ul></ol>|<table><thead><tr><th></th><th>ainsus</th><th>mitmus</th></tr></thead><tbody><tr><td>nime</td><td>ebatavaline</td><td>ebatavalised</td></tr><tr><td>omas</td><td>ebatavalise</td><td>ebatavaliste</td></tr><tr><td>osas</td><td>ebatavalist</td><td>ebatavalisi</td></tr><tr><td>lüh sütl</td><td>ebatavalisse</td><td></td></tr></tbody></table>|<ol><li>необыкновенный, необычный, необычайный, особенный, нетипичный</li></ol>
ebatervislik|<ol><li>tervisele kahjulik<br><ul><li>Sõime päevast päeva ebatervislikku toitu.</li><li>Sõime iga päev ebatervislikku toitu.</li><li>Suitsetamine on ebatervislik.</li></ul></ol>|<table><thead><tr><th></th><th>ainsus</th><th>mitmus</th></tr></thead><tbody><tr><td>nime</td><td>ebatervislik</td><td>ebatervislikud</td></tr><tr><td>omas</td><td>ebatervisliku</td><td>ebatervislike,ebatervislikkude</td></tr><tr><td>osas</td><td>ebatervislikku</td><td>ebatervislikke,ebatervislikkusid</td></tr><tr><td>lüh sütl</td><td>ebatervislikku</td><td></td></tr></tbody></table>|<ol><li>вредный для здоровья, нездоровый, <span style="opacity: 0.5294117647058824">вредный для здоровья</span>, <span style="opacity: 0.5294117647058824">способствующий разрушению здоровья</span>, <span style="opacity: 0.4117647058823529">вредный для здоровья</span></li></ol>
ebaviisakas|<ol><li>viisakusnõudeid mittearvestav, häid kombeid eirav,halbade kommetega, hea käitumise tavasid mitte järgiv<br><ul><li>Me ei taha ebaviisakad olla.</li><li>Nii on ebaviisakas küsida.</li><li>Peolt nii vara lahkuda oleks ebaviisakas.</li><li>Ta oli minu vastu ebaviisakas.</li></ul></ol>|<table><thead><tr><th></th><th>ainsus</th><th>mitmus</th></tr></thead><tbody><tr><td>nime</td><td>ebaviisakas</td><td>ebaviisakad</td></tr><tr><td>omas</td><td>ebaviisaka</td><td>ebaviisakate</td></tr><tr><td>osas</td><td>ebaviisakat</td><td>ebaviisakaid</td></tr><tr><td>lüh sütl</td><td>-</td><td></td></tr></tbody></table>|<ol><li>невежливый, неучтивый, неприличный, некорректный, бесцеремонный</li></ol>
ebaõiglane|<ol><li>võrdselt või õigel viisil mitte kohtlev, ülekohut tegev, mitte ära või välja teenitud,selline, kes ei kohtle inimesi võrdselt, ausalt või õigel viisil,selline, mida sa pole ära teeninud<br><ul><li>Levisid kuuldused põgenike ebaõiglasest kohtlemisest.</li><li>Elu tundub vahel ebaõiglane.</li><li>Õpilasele tundus, et õpetaja on tema suhtes ebaõiglane.</li></ul></ol>|<table><thead><tr><th></th><th>ainsus</th><th>mitmus</th></tr></thead><tbody><tr><td>nime</td><td>ebaõiglane</td><td>ebaõiglased</td></tr><tr><td>omas</td><td>ebaõiglase</td><td>ebaõiglaste</td></tr><tr><td>osas</td><td>ebaõiglast</td><td>ebaõiglasi</td></tr><tr><td>lüh sütl</td><td>ebaõiglasse</td><td></td></tr></tbody></table>|<ol><li>несправедливый, неправый, <span style="opacity: 0.5294117647058824">несправедливый</span>, <span style="opacity: 0.5294117647058824">бесправный</span>, <span style="opacity: 0.5294117647058824">неправедный</span></li></ol>
ebaõnnestuma|<ol><li>(toimingu, ettevõtmise vms kohta:) mittetulemuslikuks osutuma, minema nii, nagu polnud plaanitud,kui miski <eki-highlight>ebaõnnestub</eki-highlight>, siis see läheb halvasti, mitte nii, nagu sa lootsid või plaanisid<br><ul><li>Kuulitõukaja esimene katse ebaõnnestus.</li><li>Läbirääkimised ebaõnnestusid.</li><li>Sportlasel ebaõnnestus esimene katse täielikult.</li></ul><li>(inimese kohta:) milleski ebaedukas olema, kaotajaks osutuma<br><ul><li>Korra elus Kerese turniiri võitnud maletaja ebaõnnestus taas.</li></ul></ol>|<table><thead><tr><th>-ma</th><th>-da</th><th>-n</th></tr></thead><tbody><tr><td>ebaõnnestuma</td><td>ebaõnnestuda</td><td>ebaõnnestun</td></tr></tbody></table>|<ol><li>не удаваться, не удаться, не получаться, не получиться, не сбываться</li><li>просчитаться, плошать, оплошать, <span style="opacity: 0.5294117647058824">засыпаться</span>, <span style="opacity: 0.5294117647058824">засыпаться</span></li></ol>
edasi andma|<ol><li>(teisendatult) väljendama, mingil viisil esitama<br><ul><li>Kunstnik annab edasi oma nägemuse.</li><li>Seda on sõnades raske edasi anda.</li><li>Näitleja Liv Ullmann tahab edasi anda saagalikkust.</li></ul><li>vahendajana toimima, midagi üle andma,kellelegi midagi teatama või andma, eriti kellegi palvel või õpetades<br><ul><li>See oli käsikirjaline üllitis, mida anti edasi käest kätte.</li><li>Andsin su tervitused talle edasi.</li><li>Ma annan su kirja vennale edasi.</li></ul></ol>|<table><thead><tr><th>-ma</th><th>-da</th><th>-n</th></tr></thead><tbody><tr><td>edasi andma</td><td>edasi anda</td><td>annan edasi</td></tr></tbody></table>|<ol><li>передавать, передать, <span style="opacity: 0.5294117647058824">выражать</span>, <span style="opacity: 0.5294117647058824">выразить</span>, <span style="opacity: 0.5294117647058824">изъявлять</span></li><li>передавать, передать, <span style="opacity: 0.5294117647058824">передать</span>, <span style="opacity: 0.5294117647058824">передавать</span>, <span style="opacity: 0.5294117647058824">вручить</span></li></ol>
edasi jõudma|<ol><li>(elus, tööl) paremale kohale saama, edu, tunnustust saavutama,mingil alal arenema, edukas olema<br><ul><li>Noored tahavad õppida ja elus edasi jõuda.</li><li>Arutasime, kuidas aidata lapsel koolis hästi edasi jõuda.</li><li>Mees on elus hästi edasi jõudnud: kõrge ametikoht, hea palk, armastav pere.</li><li>Poiss jõuab matemaatikas hästi edasi.</li></ul><li>(spordis:) madalamalt tasemelt kõrgemale, järgmisse vooru pääsema<br><ul><li>Eesmärk oli alagrupist edasi jõuda.</li><li>See on alles teine kord, kui avaringist edasi jõutakse.</li></ul></ol>|<table><thead><tr><th>-ma</th><th>-da</th><th>-n</th></tr></thead><tbody><tr><td>edasi jõudma</td><td>edasi jõuda</td><td>jõuan edasi</td></tr></tbody></table>|<ol><li>преуспевать, преуспеть, продвигаться, продвинуться, двигаться вперёд</li><li>продвигаться, продвинуться, двигаться вперёд, двинуться вперёд, <span style="opacity: 0.4117647058823529">продвигаться дальше</span></li></ol>
edasi lükkama|<ol><li>(hrl ajaliselt:) hilisemale ajale, mingile tulevale ajahetkele nihutama,otsustama, et miski toimub hiljem, kui algselt plaanis oli<br><ul><li>Koosolek tuli nädala võrra edasi lükata.</li><li>Mitmed lennud lükati edasi ja just meie lend tühistati.</li><li>Lükkasime koosoleku edasi järgmiseks esmaspäevaks / järgmisele esmaspäevale.</li></ul></ol>|<table><thead><tr><th>-ma</th><th>-da</th><th>-n</th></tr></thead><tbody><tr><td>edasi lükkama</td><td>edasi lükata</td><td>lükkan edasi</td></tr></tbody></table>|<ol><li>переносить, перенести, передвигать, передвинуть, <span style="opacity: 0.5294117647058824">перенести</span></li></ol>
edasi-tagasi|<ol><li>vaheldumisi kord ühes, kord vastupidises suunas,mingisse paika ja sealt lähtekohta tagasi,alguses ühes, siis vastupidises suunas (mitu korda järjest)<br><ul><li>Mees kõigutab end palverütmis edasi-tagasi.</li><li>Kerisime videolinti edasi-tagasi.</li><li>Matkaraja pikkus on edasi-tagasi kuus kilomeetrit.</li><li>Kas osta edasi-tagasi lennupilet või üheotsapilet?</li><li>Koer jooksis aias edasi-tagasi.</li></ul><li>mitmesse (ebamäärasesse) suunda, (juhuslikku) kohta,eri kohtadesse, mitmesse kohta<br><ul><li>Väljak oli täis inimesi, kes sebisid sihitult edasi-tagasi.</li></ul><li>nii ja teisiti, eri moodi, eri viisil<br><ul><li>Asja arutati edasi-tagasi, aga head lahendust ei leitudki.</li></ul></ol>||<ol><li>взад и вперёд, взад-вперёд, туда и обратно, из стороны в сторону</li><li>туда и сюда, туда-сюда</li><li>и так и так, и так и сяк, и так и этак</li></ol>
edaspidi|<ol><li>tulevikus, hiljem (tulevikus),tulevikus, hiljem<br><ul><li>Ära edaspidi minuga arvesta.</li><li>Katsed jätkuvad ka edaspidi.</li><li>Edaspidi olen ettevaatlikum.</li><li>Millega sa edaspidi kavatsed tegeleda?</li></ul><li>(tekstis kasutatava lühendi vm asenduse kohta:) järgnevalt, allpool<br><ul><li>Korteriühistuseadus (edaspidi KÜS).</li><li>Valla omandis olev vara (edaspidi vallavara).</li><li>Mari Must (edaspidi töövõtja).</li><li>Rääkides kaloritest, peab autor siin ja edaspidi silmas kilokaloreid.</li></ul><li>pea, esiots ees, ees olevas suunas, pärisuunas,tavapärase liikumise suunas<br><ul><li>Üsna pea õpib laps ka edaspidi liikuma.</li><li>Edaspidi pöörlemine.</li><li>Kärul on kolm edaspidi käiku.</li></ul></ol>||<ol><li>в дальнейшем, впредь, в будущем, вперёд</li><li>далее</li><li>вперёд</li></ol>
edastama|<ol><li>infot, teadet kellelegi edasi andma (sageli infokanalite kaudu),kui keegi <eki-highlight>edastab</eki-highlight> mingit informatsiooni, siis ta annab selle kellelegi edasi<br><ul><li>Telekanal edastas vaatajatele presidendi sõnumi.</li><li>Kui tohib, siis ma edastan emale ka, mida te rääkisite.</li><li>Sekretär edastas teate direktorile.</li></ul></ol>|<table><thead><tr><th>-ma</th><th>-da</th><th>-n</th></tr></thead><tbody><tr><td>edastama</td><td>edastada</td><td>edastan</td></tr></tbody></table>|<ol><li>передавать, передать, <span style="opacity: 0.5294117647058824">передавать</span>, <span style="opacity: 0.5294117647058824">передать</span>, <span style="opacity: 0.5294117647058824">присылать</span></li></ol>
edel|<ol><li>lõuna ja lääne vaheline ilmakaar<br><ul><li>Laps leiti üles siit paar kilomeetrit edelas.</li><li>Tuul puhub edelast.</li></ul></ol>|<table><thead><tr><th></th><th>ainsus</th><th>mitmus</th></tr></thead><tbody><tr><td>nime</td><td>edel</td><td>edelad</td></tr><tr><td>omas</td><td>edela</td><td>edelate</td></tr><tr><td>osas</td><td>edelat</td><td>edelaid</td></tr><tr><td>lüh sütl</td><td>-</td><td></td></tr></tbody></table>|<ol><li>юго-запад, зюйд-вест, юго-западное направление</li></ol>
edukalt|<ol><li><br><ul><li>Ta sooritas eksamid edukalt.</li></ul></ol>||<ol><li>успешно, с успехом, удачливо</li></ol>
edukas|<ol><li>tulemuslikult tegutsev, häid tulemusi andev või andnud,tunnustust omav,heade tulemustega, häid tulemusi saavutav<br><ul><li>Meeskonna edukas esinemine maailmameistrivõistlustel.</li><li>Ravi oli edukas ja patsient sai haiglast koju.</li><li>Kontserdisari kujunes edukaks.</li><li>Edukas ettevõtja.</li><li>Ravi oli väga edukas.</li></ul></ol>|<table><thead><tr><th></th><th>ainsus</th><th>mitmus</th></tr></thead><tbody><tr><td>nime</td><td>edukas</td><td>edukad</td></tr><tr><td>omas</td><td>eduka</td><td>edukate</td></tr><tr><td>osas</td><td>edukat</td><td>edukaid</td></tr><tr><td>lüh sütl</td><td>-</td><td></td></tr></tbody></table>|<ol><li>успешный, удачный, удачливый, преуспевающий, <span style="opacity: 0.5294117647058824">успешный</span></li></ol>
